Year,Risk_Score_Change,Waste_Generation_2015_tons
110,-280.9299838473317,13668.805152000765
111,-276.354279012393,27791.258005320386
112,-41.95432590690916,14446.406323660802
113,140.1221206690313,11000.281425503706
114,335.32767911642543,8361.096246696217
115,25.955365604927,12690.237195985785
116,-9.439508446102876,26590.140074211
117,103.76186230992984,8353.021068385633
118,65.90675835103164,12119.263880331093
119,-84.93951863022465,12162.086204858077
120,568.6780252364844,9079.608673399289
121,170.33674107504987,8685.680094133013
122,-57.87065243061643,11784.894354795524
123,-434.7685722835766,15086.400639237932
124,-225.164260050416,4562.911303242917
125,-65.5494182445243,14460.79607094839
126,784.2203837995869,18461.29110986655
127,-318.59221347638044,27824.35667603142
128,47.07714268198125,2965.270334726862
129,642.2493796058669,22668.254448304036
130,208.02848719845704,6552.635053768834
131,74.24135756395364,5966.940081590342
132,85.251683389987,8371.824010311426
133,-198.09395525590315,20452.886689473184
134,804.147456404797,20441.08060074088
135,-917.504848549304,23185.413853921844
136,-28.48194322442822,7294.716373644195
137,408.4862756979695,9508.575942081045
138,-16.11491670553289,16059.908942963792
139,215.42169359406327,5116.83559743642
140,911.898108885621,12168.4850373471
141,-38.53093128095895,29213.64865051516
142,-277.36895511316686,9751.08375404755
143,-398.144076439643,14057.675513302996
144,173.41872725247222,6904.722616817913
145,545.3294119710097,14753.319347098835
146,24.376651889686286,3129.4710370835437
147,-16.77401111034939,5656.206165739819
148,178.19475668511205,8069.024461060126
149,-40.394141929672685,5630.042421106663
150,-3.531803558967688,839.6911603129292
151,409.9008414993367,21909.62748715368
152,-30.0662655021404,6352.87287739362
153,410.2561572477441,8028.32456645172
154,311.68406672525987,12568.987933276378
155,-58.356166729554445,15435.703878289609
156,108.05948052222892,1885.199470710064
157,-143.79450522005592,14671.909967794443
158,57.663423264400365,9190.846923930058
159,181.1821385234056,24583.73550167777
160,-41.77562058331191,9359.832868827092
161,-319.59206822566694,8094.19803013238
162,324.06369023507096,8932.171172914708
163,115.63963688058348,7367.160369372422
164,-275.96283936322186,17113.8372974045
165,-14.624215436420611,1198.5642314255788
166,1004.2320684848128,16609.58732885443
167,-206.6976292224056,7406.772102896437
168,-33.03578612526604,18764.955691946005
169,37.29031377395663,9657.719074964883
170,15.23676970229343,13241.68735225001
171,-1.232456139350461,577.1670092962057
172,-21.0602693375509,766.7709042645306
173,787.4761623545077,15009.60348099306
174,220.43073407683897,4519.110644173497
175,743.0365459330169,24589.960618157605
176,553.7010340741551,20140.415030438264
177,-234.3060355799792,11051.29945257272
178,-113.58458366806968,13030.063851063323
179,345.28065598146463,5981.228832612996
180,-99.58222171411614,9125.64430401927
181,-22.223770353653062,13264.315222316132
182,204.43161546576005,5015.654711629165
183,-115.0146500380986,10924.435264879738
184,1202.1465818671588,14037.678939156896
185,106.27171985381054,1948.848447110468
186,585.3664245270415,20584.73227966112
187,694.1619053068277,14171.367547033964
188,44.9618803958321,3985.618860871107
189,91.65371943964212,10960.25917681147
190,32.84961396831058,3040.022908533638
191,-352.4526233619813,10659.418824508077
192,-1.497196875700055,7309.4084965674065
193,69.28148817389047,3042.434980621941
194,182.8319269514534,15865.95136350158
195,210.77578996558464,8068.520374321292
196,-216.1697263149364,20801.94017353192
197,-843.6888716181529,21401.8341496501
198,367.3880641379076,15531.971792747834
199,345.5039762792545,2866.4627741853405
200,100.66301957038438,5546.023327101123
201,23.719783890512023,1956.8522195418027
202,449.3507025286806,14214.50768536229
203,5.269609321201735,1801.7651328724344
204,-590.9300014696369,23068.53200261118
205,7.523417327559802,2800.479659874059
206,47.82038582567432,23247.74920290298
207,21.686279002214647,1356.8439640301565
208,-463.4128138793672,17792.296495894458
209,113.36605841220506,2326.0543406084294
210,-630.6646159022616,18761.090235336476
211,888.4458519263112,13900.71762712744
212,-129.73416117073054,20121.14951745441
213,-307.65509647130864,13419.896613448853
214,6.014416157211997,6143.478731740481
215,61.93030838418751,6588.339737710052
216,-35.6431853893462,5993.039434779512
217,-14.06811941040604,9641.396382229335
218,2.9541776313117696,680.1737300543036
219,-183.8899323459916,7025.212469255214
220,-11.890794040568958,492.50636081510777
221,56.31819445457947,9167.576342505494
222,-2.307829918144128,340.327176808272
223,52.180348143960586,1845.4698041627016
224,-165.87594158321343,22909.604757424582
225,49.04147586338439,9065.387028457171
226,-30.274738980033533,13979.14311636442
227,551.8847566694031,9085.793388611222
228,-123.20449897842336,5234.466090825017
229,214.9680266738817,23025.6539816408
230,-11.96013935252411,4335.947700964451
231,226.8621842660823,14750.945599171771
232,256.44264700621125,15440.381540457493
233,-18.432571379341727,1892.6577587913705
234,96.86945441244956,11430.973854932174
235,342.5638503107698,19159.79821397473
236,343.2426233546853,14845.261507455822
237,-506.4832971668124,22991.45357127589
238,192.41018034865684,3229.593306654357
239,19.95837080511804,657.5894747817638
240,-2.7798692774098868,585.6776184135144
241,-175.5278218857584,11994.61751087273
242,-356.29807048808254,9354.137872856822
243,-426.7871414527227,18842.31799839363
244,-452.1390376779251,8625.648482427183
245,15.17690495661489,7512.8977075312305
246,-148.61872327527115,19301.30377364885
247,32.432821673328405,7918.017096582311
248,28.638412214823525,2038.5619612599503
249,-13.12296624110715,21649.61304892194
250,-11.932880098240853,1425.573594317505
251,-228.51936052132052,16940.079674287408
252,26.02601484923389,23740.33532141997
253,30.58147353885369,1542.9264474627232
254,41.43808802390926,1369.224443692837
255,-70.14667358971201,12598.310752218404
256,60.83014336000153,11807.871933134862
257,340.2227676304294,8831.471164699029
258,54.6063746841713,7349.345176490904
259,-63.732770334811335,9905.846498572397
260,391.36025537378873,5283.907773457696
261,22.765612407764365,10946.97266127158
262,-353.64011464254,7127.298170717297
263,-104.4473307188002,11491.585387919324
264,-0.745440693435782,1400.1217368162174
265,353.0443631979864,8582.68222525322
266,-26.571439379050396,1632.5569343945645
267,-400.4648737638927,21818.552649855486
268,285.00745673746644,7833.596514109715
269,-15.894752471767331,7534.031917245944
270,84.94675207634141,2197.484794090976
271,81.55535762242211,6555.359626442684
272,-498.0180674997615,20287.97077363889
273,124.38759971076496,3744.119302351638
274,187.24413569731303,9556.431250401538
275,261.778309402915,24690.786720699147
276,45.76566227937247,1761.4006726484265
277,91.31190125314268,11203.82107005984
278,246.02997182473075,8719.663596523718
279,-81.34004215705494,18506.48648222514
280,419.4175421753154,19387.16153708485
281,-3.897695793623584,966.9136836152294
282,-109.7074557909289,7511.933327747758
283,41.90408006066468,26248.93655990975
284,-129.16396101200456,28507.111778804992
285,260.2541156940912,6955.722631130168
286,-9.21868686390752,3858.2132941577497
287,460.6311943770741,15964.700134516865
288,34.408214661823905,1867.3910022009072
289,247.12055498833573,14498.414147558218
290,62.53880558665742,16167.83928210863
291,297.0480056346663,8735.910980688242
292,-118.77863248756331,9682.809488549394
293,-6.735385302989547,692.7065188458564
294,564.0090508943837,9188.836494702102
295,-310.58105170368987,16075.340672143631
296,514.065880702612,8664.275817878912
297,-247.19007093786465,6552.787630344385
298,221.66110482268,12836.535342179195
299,-8.742198628405028,2565.867279594438
300,74.4265960413212,2383.345411684954
301,-227.77299073363596,17325.871296649162
302,-34.59963132642582,15513.782736582029
303,-93.38493792783989,14512.267060902
304,-66.02296239468745,23274.44216418078
305,-34.29135372128002,9498.9187473007
306,-331.699490693424,21919.07947249816
307,-718.4311322775405,17580.81456258843
308,64.26256322964852,2491.4934920773567
309,74.17704147810853,5895.143240582495
310,-51.420537938837626,13547.034484789045
311,-214.1916503779397,6513.092596079713
312,755.8920880866291,6431.980386013132
313,24.590173130564608,5678.944444814068
314,165.6530344314133,19412.193749170565
315,-27.264224060641546,1324.4549712101923
316,145.64889356177693,4010.518556960653
317,-142.8525200878292,13736.17321713906
318,34.18370804244141,10211.559867369311
319,-158.9366428712716,16385.501891111926
320,283.6755061622534,8039.987064816275
321,68.50770864891189,11659.477497591652
322,-14.90041504013169,1723.1504329771435
323,32.05699189538528,2815.8203950499524
324,22.09101033474542,7492.095042774398
325,-51.09490159615942,15308.689263899463
326,34.340041058613934,2316.895002122932
327,155.49322351079036,9190.274030805293
328,66.93839239027358,10656.954415740742
329,0.7616993052027556,511.3886400497578
330,-100.51966223655558,20592.21833386317
331,-551.7903207335023,19681.88738558268
332,-494.2455361637973,13185.639583223152
333,-41.233068652513445,4118.899226296188
334,315.7513837167578,9944.348742240942
335,-207.82669841968183,12133.419993384996
336,163.71182058632905,12647.358983841365
337,-46.01661089992966,2427.371217005094
338,-4.655377669375076,823.5749000879687
339,63.63669601196982,6513.986869268695
340,29.239094108633765,27081.80209524021
341,-178.1902143331625,26778.081471535446
342,-75.93025453615456,7268.13742632516
343,-216.3047058346717,20427.689181078214
344,-449.7929732008826,10091.215771832874
345,-226.08910106211076,9717.68414599398
346,628.7227832495994,12325.990013243336
347,404.7181262644031,5382.886204474812
348,-336.71886421962193,24813.282035530578
349,181.3625998296728,15528.139587157624
350,-408.4444568825847,19314.55528484343
351,-55.08596597313465,14164.324596055634
352,260.510393568031,10133.645908766835
353,-123.90458242748328,10522.263979000792
354,154.54569367503538,7884.813155675435
355,-38.3048431834672,15227.867899423994
356,-39.34389442168513,4765.290642422787
357,25.175651559090014,1841.2592607284917
358,-147.896948095535,14137.775571274788
359,369.8872608342495,11933.095504331352
360,96.78859283318924,2953.949622302822
361,-414.8814286359872,17100.84269423306
362,-152.57033600802396,10690.67017814032
363,970.5907323846286,6826.891693843616
364,452.1838539568309,11404.717496129324
365,104.66564565204976,13327.210395263932
366,308.1385965309092,9722.50576269829
367,8.073008617231608,14577.96079273609
368,-3.9830325042839543,2446.998640268346
369,13.698185566212125,3334.582985204924
370,-14.086327361938942,6628.00812736816
371,5.447748427038462,6903.52303061096
372,-103.13113536436867,12208.685258255498
373,-378.9954530349732,23216.398521421965
374,-422.4472337049356,12992.208865297644
375,-76.20497510928203,19317.527147073142
376,-19.41541804918429,831.6013519231678
377,-413.6997660750905,11214.41958219186
378,-306.13332205265493,7523.449408491055
379,99.10134828540276,10088.712681035617
380,-121.98280477482572,7921.2311808125
381,-92.52029775104644,17716.57495230754
382,-222.10716876866317,13803.60344637128
383,32.708189699957785,2502.3193223042604
384,211.3547251121566,7383.192174910829
385,43.16051686937237,8483.853938008982
386,-35.89485271029764,12562.206387725824
387,285.475386335234,12438.293539716697
388,-36.30595020818609,3860.5485320310663
389,470.3902691627042,12489.995348512392
390,257.7960846236602,4231.607184334771
391,662.674465350899,20107.747996833168
392,-201.73290175280133,12726.935515474235
393,77.84479744688917,10056.320464431255
394,123.70893962268336,27022.32044745015
395,68.28809012248348,10814.907783873105
396,240.52254065889025,13990.107870143154
397,-236.8279207053941,8018.593827967953
398,239.79450677268227,7569.923722756704
399,-166.76328592883232,14664.100259776307
400,261.7648103261648,7217.062988613467
401,638.6490266528396,12765.61042175472
402,8.911447865741696,188.6307863166984
403,-430.11040831162666,10149.702530748991
404,-236.16775832019815,18072.01257423017
405,133.6228765525154,6511.053380451372
406,502.6915110427281,9811.900194474809
407,139.32095949170778,6986.691978058149
408,663.253396592276,9419.812561453884
409,2.844979489673337,819.3625919099284
410,19.07836796370131,11274.897307571338
411,-94.6058053120092,10716.605322309088
412,29.13652417154709,4510.735744150235
413,-407.2313600066041,19890.63550805912
414,-20.132215233765905,2245.1159030535805
415,-78.28377689586526,18189.29351985545
416,-36.85129690404924,1469.8346032757445
417,-29.46273537572468,3532.558672013264
418,-3.678370156244348,2256.306826557701
419,10.435332477153228,1140.6562556593065
420,-102.6985202599498,15439.703649585825
421,-51.171806828465606,7374.641758225453
422,-159.77188296557475,8984.623978795653
423,-157.71611185178847,19385.29272417141
424,229.36031580851656,8204.738802845142
425,-308.88300617081927,12178.93486421595
426,-1175.0932084831015,25723.80700048724
427,-97.6712887681032,8223.893208253648
428,91.6336270275188,3725.90238672193
429,3.3818471732172317,1542.5434412978277
430,68.95736266076588,1695.670966446201
431,883.2645236327245,13291.95691465718
432,-241.6978511969343,19650.04398945405
433,-101.61388027100992,22211.812147312317
434,164.1476259418787,4396.342020397866
435,-332.4998689966031,12389.0601815173
436,207.08453437199796,7392.605732913396
437,76.94964442785741,8181.091434558537
438,18.21139086059333,1712.703266065788
439,120.29981051869696,6827.179391125868
440,-173.2588038888154,15097.973096033147
441,6.333242244509968,1067.0337435449574
442,380.2025689052495,4555.503486631838
443,-421.8492596309284,26051.819400396445
444,266.6591629790794,9971.965145363149
445,756.0231214192736,10428.314155889344
446,-115.49343027820592,25612.30788777462
447,60.72712884686262,3255.340167480133
448,27.795888493898623,3025.527626972716
449,-337.01836303073776,6162.251585665361
450,445.5890232218785,13893.336765651486
451,368.4740823036066,7373.088960102571
452,-27.063510960396272,4734.29469314263
453,-32.729597107625764,3534.3620231563327
454,23.16481751692426,340.136185454412
455,235.38247532211147,21226.928627398727
456,60.42695709287966,11426.517515490485
457,-626.0888641361587,21018.884737298475
458,-3.138527830590731,318.2763175719099
459,-137.54685294036727,12584.922545641257
460,203.0968361089877,9438.432743886153
461,8.58151292379436,531.307902229166
462,12.8218532612554,25502.93263088805
463,-0.2833579270875361,6763.711962194886
464,-106.19684916560348,7004.298291910954
465,101.87720933177704,8782.010157709292
466,-15.07952682100816,2505.798890068848
467,-84.91049423120273,11340.676255730456
468,216.02483524221796,6626.054013234182
469,-202.3283149762853,14451.81162930728
470,-39.34895207743224,2523.500789093769
471,-144.61823027054706,15618.757921188466
472,-3.458188892662076,333.1437554782387
473,-161.22923090637858,13598.532127216871
474,-34.12004740315068,3242.1450311944527
475,300.8900451133638,18201.966374824995
476,-36.56207182339372,5034.02186059304
477,1007.8572806007908,28136.86302029821
478,147.9865466947981,12520.184583080809
479,-78.280754499065,6231.979543728437
480,373.0801051271412,24022.57170191589
481,-108.2671971689802,7757.180504711504
482,4.125800684397575,17590.80707897446
483,-26.88157812760926,4063.559175156756
484,-93.89306496439715,4320.67967438201
485,-133.71724002522524,5132.243555722884
486,130.01932417272909,10227.707373745738
487,22.069254690597266,9555.344977379067
488,116.0745618788536,4844.491793332985
489,-173.823858977524,14987.151934408485
490,-120.49656166404694,17910.700261534494
491,-400.5848897807274,21713.8039030854
492,-201.70201747600916,4986.084640922551
493,12.37162428459064,833.8074423051113
494,-287.03871187888694,13925.587537957676
495,-84.25573205534606,5431.095173621698
496,31.477345911553076,13069.327081221829
497,-320.47861163799905,22935.108066286622
498,-17.608536113135173,1189.3661298831355
499,-61.88818710127109,2297.35937404552
500,90.67381666089268,16610.4214853885
501,-8.49851275312588,8164.447337258139
502,-23.2451080486334,2334.7225980778803
503,226.90691904657947,4856.254199310893
504,92.73545268441404,1441.884019180187
505,-27.4221229088478,6768.159190004138
506,237.7007906927052,17192.326779215815
507,-8.048460144833939,13482.92897382733
508,-26.427579268242056,11978.258900552491
509,-11.57145325064664,1532.9859496651627
510,-356.51666907364233,17553.849006320317
511,37.062771859263975,3385.387763602218
512,53.338403964028345,2440.5916261334787
513,-34.6451001525074,2285.113808566605
514,139.15721602383306,3056.98002835966
515,-28.32985797050173,12854.68463700436
516,-168.00273227007773,11110.794067727831
517,43.56451100980761,2321.729809950944
518,187.0013655277458,15780.572016735538
519,-22.637833421745075,1260.723153046569
520,-172.2033791467385,22903.07867115444
521,24.7533157131993,9888.061282159744
522,-118.54157050744855,17080.23676628766
523,16.042511597852183,11324.401141777833
524,-176.8564986169054,12913.97831889404
525,-554.1485499717921,11485.578537980924
526,-9.854770377065408,6422.954395391595
527,-0.043520559451819,366.13166790836095
528,221.0132438591688,4964.238311420462
529,89.50760039761968,1557.700191303286
530,513.1633476308228,13382.65038175136
531,-30.08709613979252,14238.875648416397
532,-118.27362059529628,5618.154347314727
533,89.89490372293061,12966.096286164357
534,63.50431748187222,6079.318129159414
535,118.42968174476697,7439.164251017994
536,-10.122092278714902,2394.326095307032
537,16.03870185991274,5643.42525806608
538,-68.78398119737622,3410.1644320785576
539,-206.54288652744265,8947.69263202395
540,-14.083812791070256,495.9165233765759
541,163.70790393633848,6209.187964328822
542,-6.621088180338546,12813.270788967957
543,907.4548511155358,20906.579063541423
544,300.33923259490115,5034.959280900277
545,399.92378202062855,13754.088452479076
546,188.3962145165721,22090.87760117557
547,-214.55602335311704,7452.095239755127
548,44.04285424716724,4055.424407694389
549,333.63768661571794,16068.611212382017
550,687.2520839164359,11276.834208501872
551,-79.61151525920087,11857.388105147964
552,-12.581971748994375,8794.962923610228
553,-95.65127469724617,11922.39861610932
554,267.9457761845881,9646.135356451066
555,617.3467010267688,3654.927231185213
556,423.53015109400224,11363.959612305976
557,5.613354098862533,1261.6801795627368
558,-0.9593949473478602,10653.705034282102
559,-159.63654274550348,13810.940207256426
560,1316.1504029926134,10105.230977898322
561,-1215.5897412449294,28216.858721846565
562,-69.70095756453347,3843.6243688998206
563,5.432420410694242,1251.3925497537489
564,-140.43835750192278,14926.853132849345
565,-190.64284614666116,23949.91405023313
566,285.50208819060424,7630.006845724199
567,96.98568365091296,8344.410622708729
568,3.8354139144654447,1363.336654461076
569,44.28231132755762,5250.672233518701
570,149.7332903610247,1523.899836911781
571,53.77510943507235,6419.704845752471
572,-0.6884884644279907,3300.503639317022
573,-114.82489701286995,13612.22165433548
574,-814.1629347815947,20692.260961940672
575,-516.3527952646767,11952.145673908211
576,234.478557767254,8754.947550251649
577,65.38198059659369,5971.218015924105
578,61.27663643764677,3679.757949590912
579,-561.6143185804799,17242.77152970544
580,-144.91195078526735,8490.301522773698
581,20.236601455331297,8633.89280043953
582,88.61404120965722,14960.141473322154
583,27.54308488063957,710.5429479450854
584,98.5006575796225,4895.64448386293
585,205.4487340492209,9756.65397553983
586,96.62947804290434,14714.304585897497
587,60.24526987150455,12553.390205425058
588,2.0022461050911766,194.5314715844608
589,-111.78051543404705,8355.023789077984
590,94.8422789160202,8640.262294906062
591,28.8501772468353,14665.993058012124
592,-38.95699742384062,11157.530504617069
593,84.90301553923075,11137.005257098648
594,300.2867928290559,13171.546689864836
595,-334.97719222280136,13997.851170999453
596,9.51668017365219,8188.670328439113
597,1141.2065921672072,10470.06269311859
598,-37.866855595688776,12513.880125578136
599,-70.06296536806072,4334.068370897609
600,-32.10501279152992,2357.172617576552
601,-2.543003150956949,7448.783746671385
602,-141.80533870731293,3693.718648353771
603,-17.57567422659453,7378.244093945706
604,-51.3188350118574,6889.343533635397
605,-134.62776943669047,12849.586283253522
606,-524.8217179969129,24886.391960178385
607,109.21317416069826,10996.56393854136
608,-28.14477458661652,1758.4793988340464
609,103.32231089192186,8584.774727504868
610,-294.710582485876,12507.15320477716
611,-331.6365310708943,13737.978565899037
612,251.524288176348,4730.290375898294
613,95.51184612113929,10659.965786669813
614,-305.56524573603264,16725.49908119799
615,-57.886079450933366,10498.077674357506
616,-113.64671542231169,2772.1875990846297
617,-135.2697684991877,19723.108756917205
618,551.4687235859242,10019.40271279107
619,-116.41912546550137,6844.247382884925
620,-85.27883662420365,5795.451554174296
621,908.4003353152536,17672.921609191893
622,-13.817983748811868,933.2012493084086
623,831.6884713494973,8113.501068803647
624,533.2394943293552,16443.62455678562
625,86.55192700374789,28412.972298810604
626,-20.634525980192123,8741.627929909882
627,109.62198829539048,4500.260417434236
628,204.8313659457392,7238.380710439225
629,164.5721464659496,9530.214423850566
630,494.4284362820007,17289.025238391067
631,147.19029582427723,4164.651744403692
632,-389.2812522567797,12341.888246096918
633,-12.157271594990036,5961.419831936608
634,178.7275783425452,13291.563916317102
635,-16.981534762760475,12961.45483524076
636,-5.926606420819056,3177.954028380576
637,-222.84641723529316,14482.20759118865
638,-62.83092786247664,2980.5543629252247
639,-143.24753339756555,6529.699365614555
640,-24.18358998953918,1941.629243482664
641,-4.758088420245457,16889.9435135431
642,37.134285464477166,3029.918798888761
643,-115.43142211996724,9223.748551532915
644,-280.029090708853,24686.725033532868
645,480.5002771593115,7126.596673309322
646,-2.3480952427859094,1664.247589481372
647,53.51445939233331,5708.279884561862
648,-394.6105733662789,15713.203577560476
649,-1.3988864213393413,19616.09229488464
650,223.3031415651581,5710.907135101086
651,29.626087515372205,8667.873699901893
652,155.28568788215216,4270.869922764571
653,932.8477320847804,12824.092071468847
654,233.5423424205353,11454.868389013582
655,-129.01964088188794,14530.183922656852
656,-257.4610742917353,8359.074402475899
657,728.596748621046,22529.35409500917
658,-75.31871530611252,12541.788139939608
659,-1.3884559963471168,131.62139280876707
660,32.97361711012407,3873.369206975825
661,125.790086659097,3561.359358800736
662,-62.90812684481564,7349.051878487198
663,-403.6154092972014,26720.040511399668
664,22.281588252529232,385.8090923018999
665,-156.03417241967952,20585.20903199731
666,133.0023656586543,4293.362705087648
667,8.0144542339414,1110.096237922382
668,-427.3523122897986,15691.541676844428
669,104.44798597913577,7049.456305587232
670,-23.91584104601528,1317.461009722873
671,110.20663302336747,7444.743792966179
672,21.30169023061461,13442.741525944188
673,-66.26199413918974,4505.901308994447
674,132.38031724158884,6288.085301781008
675,381.1954714433252,7805.012350329708
676,736.9249556501679,19801.625983858885
677,69.42785346031161,6429.536358098588
678,73.53669763001898,6151.799166472742
679,-12.934815018807626,9850.683408343002
680,-172.0411940152951,5959.352022587883
681,733.1673733215185,9654.085109336896
682,-47.908200504708205,2392.586051721088
683,-71.34787075375714,4926.141419731645
684,37.0778379324006,10815.394632832362
685,1113.2226945596155,14133.831256262756
686,-193.3291347853879,8249.183958962712
687,231.5943668605767,7196.097363698293
688,-130.0624465769954,26644.18614539829
689,-38.27975191288277,12180.258674356615
690,34.5097143095533,1444.2384818588523
691,-25.56151132989646,3249.4228871703813
692,-36.49158432764396,3799.6571645460463
693,161.2281012157652,7124.420085259673
694,-1019.524365148248,20986.821095278847
695,114.61194120156556,7672.253803418504
696,17.471146917149042,18488.92974622438
697,206.00763883246168,25320.132587248077
698,837.057632026827,19597.476108160678
699,30.669423737124163,10189.267839661368
700,-421.9990997250426,7218.251010993645
701,743.6739574513781,20775.765675252493
702,-226.9727031972979,10709.073967423185
703,187.46078713340745,5151.123792428269
704,-20.08154724770514,7008.68684871298
705,-94.47467838806996,16815.246004490848
706,11.440286999379452,11765.049041591425
707,-173.19578802252647,11802.72905966592
708,149.2491753566887,3102.5645554754265
709,-178.36996311907143,23817.21563696439
710,-352.1827102627829,9389.256566047172
711,-137.35585068410697,4534.531227197316
712,557.8734023319098,6494.270005035378
713,-8.660261804955283,9958.514756837312
714,-67.56718065767494,3148.446755804138
715,-106.49764252255466,20753.5258853378
716,78.47360489359937,16297.67285113986
717,0.9249928111507018,1823.705102568303
718,118.6081302082206,8319.871272561535
719,-48.22437045820875,2146.50251749291
720,-187.7362722315696,24650.658824341845
721,4.739082761656761,4587.7413827108085
722,415.25630930476206,13825.227580846598
723,423.9245388793044,22867.072388188797
724,10.092204957386798,648.7817249806856
725,-113.02746131388125,22344.80294616107
726,-23.995709318198976,18036.837776975262
727,145.03018582512473,15315.002535232454
728,-94.80407862925728,2740.542737120276
729,16.067073391345204,2133.142596049471
730,19.185023563001806,2338.6624747848323
731,417.2345917005341,8753.685208312214
732,408.8636909955104,8608.120602779627
733,-35.298892791413664,1912.9480646756963
734,-190.8070341435224,22413.1202274387
735,-20.57366802204192,1193.461750433596
736,22.177419037281297,5460.632220606763
737,181.91111384204697,8172.004078955884
738,178.32884399016234,11608.950292999649
739,-8.11301420891067,4521.8274131039625
740,393.1602380351768,14119.69729341284
741,68.08810280771203,3032.178778145188
742,10.937158338369589,1853.882677251428
743,-315.587510593954,15961.78280438915
744,-0.3703897377783072,439.6210016104264
745,-73.37476740562448,15781.707000078037
746,410.7858534452431,5140.695012602886
747,1.1519084421591197,163.99675572180655
748,-4.5334697109920175,310.9658090348125
749,-345.9860651872313,14321.76555776068
750,16.559561224786222,4526.389924500457
751,275.62404060068053,9585.138949871343
