river_name,country,date,current_speed_ms,u_ms,v_ms
Corumbá,Brazil,2024-09-01,,,
Lukuga,United Republic of Tanzania,2024-09-01,,,
Lukuga,Democratic Republic of the Congo,2024-09-01,,,
Tietê,Brazil,2024-09-01,,,
Tietê,Brazil,2024-09-01,,,
Tao’er,China,2024-09-01,,,
Tao’er,China,2024-09-01,,,
Oka,Russia,2024-09-01,,,
Oka,Russia,2024-09-01,,,
Mearim,Brazil,2024-09-01,,,
Mearim,Brazil,2024-09-01,,,
Oti,Ghana,2024-09-01,,,
Oti,Ghana,2024-09-01,,,
Luvua,Zambia,2024-09-01,,,
Luvua,Democratic Republic of the Congo,2024-09-01,,,
Bol’shoy Yenisey,Russia,2024-09-01,,,
Bunga,Nigeria,2024-09-01,,,
Niari,Republic of the Congo,2024-09-01,,,
Lungwebungu,Angola,2024-09-01,,,
Luangwa,Zambia,2024-09-01,,,
Great Ruaha,United Republic of Tanzania,2024-09-01,0.04118252315321908,0.036000002175569534,-0.020000001415610313
Tekezé,Ethiopia,2024-09-01,0.0,0.0,0.0
Mun,Thailand,2024-09-01,0.019313209007961067,0.018000001087784767,-0.007000000216066837
Chi,Thailand,2024-09-01,0.016124516262470488,-0.01600000075995922,-0.0020000000949949026
Shandian,China,2024-09-01,,,
Da,Vietnam,2024-09-01,,,
Onon,Russia,2024-09-01,,,
Tone,Japan,2024-09-01,0.09121951727823774,-0.08900000154972076,-0.020000001415610313
Taymura,Russia,2024-09-01,0.004000000189989805,0.0,0.004000000189989805
Alazeya,Russia,2024-09-01,0.003605551349855083,0.0020000000949949026,0.003000000026077032
Mana,Russia,2024-09-01,,,
Popigay,Russia,2024-09-01,0.004000000189989805,0.0,0.004000000189989805
Contas,Brazil,2024-09-01,,,
Maicuru,Brazil,2024-09-01,,,
Mira,Ecuador,2024-09-01,0.040459858031971975,-0.03100000135600567,-0.026000000536441803
Copiapó,Chile,2024-09-01,0.010049876330139517,0.0010000000474974513,0.010000000707805157
Dulce,Argentina,2024-09-01,,,
Cả,Vietnam,2024-09-01,0.027202942874436885,0.01600000075995922,0.02200000174343586
Nakdong,South Korea,2024-09-01,0.012000000104308128,0.012000000104308128,0.0
Palyavaam,Russia,2024-09-01,0.004242640723997777,0.003000000026077032,0.003000000026077032
Great Kei,South Africa,2024-09-01,0.07000714473535737,-0.05000000074505806,0.049000002443790436
Lukenie,Democratic Republic of the Congo,2024-09-01,,,
Kondoma,Russia,2024-09-01,,,
Daling,China,2024-09-01,,,
Bol’shoy Anyuy,Russia,2024-09-01,0.004242640723997777,0.003000000026077032,0.003000000026077032
Aoukalé,Central African Republic,2024-09-01,,,
Chico,Argentina,2024-09-01,0.02647640518337034,-0.005000000353902578,-0.026000000536441803
Tambo,Peru,2024-09-01,0.13669309028756965,0.1340000033378601,0.027000000700354576
Pisco,Peru,2024-09-01,0.07211102906352092,0.06800000369548798,-0.024000000208616257
Ocoña,Peru,2024-09-01,0.060406957254152335,0.05700000375509262,-0.020000001415610313
Yapacani,Bolivia,2024-09-01,0.007615773314732914,-0.003000000026077032,0.007000000216066837
Una,Brazil,2024-09-01,,,
Piauí,Brazil,2024-09-01,,,
Olifants,South Africa,2024-09-01,0.03228002623701561,-0.009000000543892384,0.03100000135600567
Alima,Republic of the Congo,2024-09-01,,,
Ebola,Democratic Republic of the Congo,2024-09-01,,,
Lua,Democratic Republic of the Congo,2024-09-01,,,
Chinko,Central African Republic,2024-09-01,,,
Baoulé,Mali,2024-09-01,,,
Oued Sebou,Morocco,2024-09-01,,,
Lucala,Angola,2024-09-01,,,
Ngounie,Gabon,2024-09-01,,,
Ribeira,Brazil,2024-09-01,,,
Zuo,China,2024-09-01,0.10504285257143751,0.003000000026077032,0.10500000417232513
Duliu,China,2024-09-01,,,
Mogami,Japan,2024-09-01,0.19906030573601244,0.09300000220537186,0.17600001394748688
Ituxi,Brazil,2024-09-01,,,
Saint Paul,Liberia,2024-09-01,0.036359319735617464,-0.03100000135600567,-0.01900000125169754
Lobaye,Central African Republic,2024-09-01,,,
Dja,Cameroon,2024-09-01,,,
Sankuru,Democratic Republic of the Congo,2024-09-01,,,
Kwilu,Democratic Republic of the Congo,2024-09-01,,,
Chambeshi,Zambia,2024-09-01,,,
Inkisi,Democratic Republic of the Congo,2024-09-01,,,
Shama,United Republic of Tanzania,2024-09-01,,,
Malagarasi,United Republic of Tanzania,2024-09-01,,,
Erdao,China,2024-09-01,,,
Nanweng,China,2024-09-01,,,
Chuna,Russia,2024-09-01,0.023194828904186875,-0.003000000026077032,-0.023000001907348633
Severnaya Sos’va,Russia,2024-09-01,0.0010000000474974513,0.0,-0.0010000000474974513
Amgun’,Russia,2024-09-01,,,
Moma,Russia,2024-09-01,0.003605551349855083,0.0020000000949949026,0.003000000026077032
Adycha,Russia,2024-09-01,0.004123105821454669,0.0010000000474974513,0.004000000189989805
Chaor,China,2024-09-01,,,
Bikin,Russia,2024-09-01,0.0903548595804888,-0.09000000357627869,-0.00800000037997961
Maya,Russia,2024-09-01,0.027730849628704972,0.012000000104308128,0.02500000037252903
Kukhtuy,Russia,2024-09-01,0.004242640723997777,-0.003000000026077032,-0.003000000026077032
Jiparaná,Brazil,2024-09-01,,,
Ventuari,Venezuela,2024-09-01,,,
Nhamundá,Brazil,2024-09-01,,,
Itiquira,Brazil,2024-09-01,,,
Ivinheima,Brazil,2024-09-01,,,
Verde,Brazil,2024-09-01,,,
Bermejo,Argentina,2024-09-01,,,
Gongola,Nigeria,2024-09-01,,,
Molopo,South Africa,2024-09-01,,,
Auob,Namibia,2024-09-01,,,
Onilahy,Madagascar,2024-09-01,0.011704700794882101,-0.01100000087171793,-0.004000000189989805
Wei,China,2024-09-01,,,
Vakh,Russia,2024-09-01,0.003162277699927237,-0.003000000026077032,-0.0010000000474974513
Za’gya,China,2024-09-01,,,
Harirud,Afghanistan,2024-09-01,,,
Yurungkax,China,2024-09-01,,,
Zarafshon,Uzbekistan,2024-09-01,,,
Dali,China,2024-09-01,,,
Jing,China,2024-09-01,0.12280066027730777,-0.014000000432133675,-0.12200000882148743
Dam,China,2024-09-01,,,
Mytinge,Myanmar,2024-09-01,,,
Qin,China,2024-09-01,,,
Ou,China,2024-09-01,0.0,0.0,0.0
Wainganga,India,2024-09-01,0.15576906642045227,-0.04200000315904617,-0.15000000596046448
Toxkan,China,2024-09-01,,,
Banas,India,2024-09-01,,,
Tel,India,2024-09-01,,,
Zayü,China,2024-09-01,,,
Zhang,China,2024-09-01,,,
Orhon,Mongolia,2024-09-01,,,
Cagayan,Philippines,2024-09-01,0.06806614799401271,0.003000000026077032,0.06800000369548798
Palar,India,2024-09-01,0.06935416700967248,0.04700000211596489,-0.05100000277161598
Tyung,Russia,2024-09-01,0.004123105821454669,0.0010000000474974513,0.004000000189989805
Dulgalakh,Russia,2024-09-01,0.004123105821454669,0.0010000000474974513,0.004000000189989805
Oloy,Russia,2024-09-01,0.003605551349855083,0.0020000000949949026,0.003000000026077032
Bahr Aouk,Central African Republic,2024-09-01,,,
Luan,China,2024-09-01,,,
Udzha,Russia,2024-09-01,0.004123105821454669,0.0010000000474974513,0.004000000189989805
Santa,Peru,2024-09-01,0.01029563078830477,-0.009000000543892384,0.005000000353902578
Maputo,South Africa,2024-09-01,0.06500000234406728,-0.02500000037252903,-0.06000000238418579
Mongala,Democratic Republic of the Congo,2024-09-01,,,
Bakoy,Mali,2024-09-01,,,
Liu,China,2024-09-01,0.18919039321025552,-0.04800000041723251,0.18300001323223114
Rong,China,2024-09-01,0.17681913094342228,0.052000001072883606,0.16900001466274261
Komadugu Yobe,Niger,2024-09-01,,,
Komadugu Yobe,Nigeria,2024-09-01,,,
Ugalla,United Republic of Tanzania,2024-09-01,,,
Nen,China,2024-09-01,,,
Casiquiare,Venezuela,2024-09-01,,,
Ibicuí,Brazil,2024-09-01,,,
Wuding,China,2024-09-01,,,
Aksu,China,2024-09-01,,,
Luhit,India,2024-09-01,,,
Kureyka,Russia,2024-09-01,0.003000000026077032,0.0,0.003000000026077032
Uda,Russia,2024-09-01,,,
Tumnin,Russia,2024-09-01,,,
Poronay,Russia,2024-09-01,,,
Kouilou,Republic of the Congo,2024-09-01,,,
Asahan,Indonesia,2024-09-01,0.02906888584510402,-0.02200000174343586,-0.01900000125169754
Fimi,Democratic Republic of the Congo,2024-09-01,,,
Luapula,Zambia,2024-09-01,,,
Malagarasi,United Republic of Tanzania,2024-09-01,,,
Di’er Songhua,China,2024-09-01,0.18246370621534277,-0.013000000268220901,-0.18200001120567322
Kolidam,India,2024-09-01,0.012000000104308128,0.0,0.012000000104308128
Jhelum,Pakistan,2024-09-01,,,
Jhelum,Pakistan,2024-09-01,,,
Guaporé,Brazil,2024-09-01,,,
Kabalebo,Suriname,2024-09-01,,,
Katanga,Russia,2024-09-01,0.009055385683948427,0.0010000000474974513,-0.009000000543892384
Kaduna,Nigeria,2024-09-01,,,
Ouémé,Benin,2024-09-01,,,
Ouémé,Benin,2024-09-01,,,
Komoé,Ivory Coast,2024-09-01,,,
Chulym,Russia,2024-09-01,0.1406627210727366,0.07500000298023224,-0.11900000274181366
Verkhnyaya Taymyra,Russia,2024-09-01,0.004000000189989805,0.0,0.004000000189989805
Vitim,Russia,2024-09-01,0.006000000052154064,0.0,0.006000000052154064
Fuchun,China,2024-09-01,,,
Fuchun,China,2024-09-01,,,
Mae Klong,Thailand,2024-09-01,0.01772004613285966,0.005000000353902578,-0.017000000923871994
Mae Klong,Thailand,2024-09-01,0.06760177685110572,0.06700000166893005,0.009000000543892384
Yom,Thailand,2024-09-01,0.02751363366923819,-0.009000000543892384,0.026000000536441803
Yom,Thailand,2024-09-01,0.03471311176877594,-0.03400000184774399,0.007000000216066837
Cunene,Angola,2024-09-01,,,
Cunene,Angola,2024-09-01,,,
Río Negro,Uruguay,2024-09-01,,,
Río Negro,Uruguay,2024-09-01,,,
Paranapanema,Brazil,2024-09-01,,,
Paranapanema,Brazil,2024-09-01,,,
Tana,Kenya,2024-09-01,,,
Tana,Kenya,2024-09-01,,,
Rusizi,United Republic of Tanzania,2024-09-01,,,
Rusizi,Democratic Republic of the Congo,2024-09-01,,,
Cauvery,India,2024-09-01,0.07580237924394785,0.06100000441074371,0.04500000178813934
Cauvery,India,2024-09-01,0.02531797820021121,-0.004000000189989805,0.02500000037252903
Chambal,India,2024-09-01,,,
Chambal,India,2024-09-01,,,
Zeya,Russia,2024-09-01,,,
Zeya,Russia,2024-09-01,,,
Pangani,United Republic of Tanzania,2024-09-01,0.05913544185430831,-0.05900000408291817,0.004000000189989805
Pangani,United Republic of Tanzania,2024-09-01,0.12875170659536017,0.04400000348687172,0.1210000067949295
Caroní,Venezuela,2024-09-01,,,
Caroní,Venezuela,2024-09-01,,,
Bandama,Ivory Coast,2024-09-01,,,
Bandama,Ivory Coast,2024-09-01,,,
Hudi,China,2024-09-01,0.07334848362487055,0.03200000151991844,-0.06599999964237213
Hudi,China,2024-09-01,0.0588217666578975,-0.018000001087784767,-0.0560000017285347
Ping,Thailand,2024-09-01,,,
Ping,Thailand,2024-09-01,0.009848858375973414,-0.004000000189989805,-0.009000000543892384
Ile,Kazakhstan,2024-09-01,,,
Ile,Kazakhstan,2024-09-01,,,
Sanggan,China,2024-09-01,,,
Sanggan,China,2024-09-01,,,
Wujia,China,2024-09-01,,,
Wujia,China,2024-09-01,,,
Trombetas,Brazil,2024-09-01,,,
Trombetas,Brazil,2024-09-01,,,
Nizhnyaya Taymyra,Russia,2024-09-01,0.004000000189989805,0.0,0.004000000189989805
Nizhnyaya Taymyra,Russia,2024-09-01,0.004000000189989805,0.0,0.004000000189989805
Gambia,Senegal,2024-09-01,0.010198039739875661,-0.0020000000949949026,-0.010000000707805157
Apure,Venezuela,2024-09-01,,,
Jari,Brazil,2024-09-01,,,
Napo,Peru,2024-09-01,0.004000000189989805,0.0,-0.004000000189989805
Juruá,Brazil,2024-09-01,,,
Parnaíba,Brazil,2024-09-01,,,
Bandama Blanc,Ivory Coast,2024-09-01,,,
Bomu,Democratic Republic of the Congo,2024-09-01,,,
Mbam,Cameroon,2024-09-01,,,
Aïna,Gabon,2024-09-01,,,
Cuanza,Angola,2024-09-01,,,
Cuando,Angola,2024-09-01,,,
Marico,Botswana,2024-09-01,,,
Luwegu,United Republic of Tanzania,2024-09-01,0.026925824644429282,0.010000000707805157,0.02500000037252903
Akobo,Ethiopia,2024-09-01,,,
Ghäghara,India,2024-09-01,,,
Chindwin,Myanmar,2024-09-01,,,
Krong,Vietnam,2024-09-01,0.021213204278533397,-0.015000000596046448,0.015000000596046448
Wu,China,2024-09-01,,,
Xiang,China,2024-09-01,0.09243917683319511,0.09200000762939453,0.009000000543892384
Huai,China,2024-09-01,0.015000000596046448,-0.015000000596046448,0.0
Ingoda,Russia,2024-09-01,,,
Olëkma,Russia,2024-09-01,0.005099019869937831,0.005000000353902578,-0.0010000000474974513
Künes,China,2024-09-01,,,
Sartang,Russia,2024-09-01,0.004123105821454669,0.0010000000474974513,0.004000000189989805
Omolon,Russia,2024-09-01,0.004242640723997777,0.003000000026077032,0.003000000026077032
Sapt,China,2024-09-01,,,
Min,China,2024-09-01,0.02531797820021121,-0.02500000037252903,0.004000000189989805
Lúrio,Mozambique,2024-09-01,0.0014142136295446348,0.0010000000474974513,-0.0010000000474974513
Beni,Bolivia,2024-09-01,,,
Ituri,Democratic Republic of the Congo,2024-09-01,,,
Betsiboka,Madagascar,2024-09-01,0.09226592765931303,0.007000000216066837,0.09200000762939453
Courantyne,Guyana,2024-09-01,,,
Mazoe,Zimbabwe,2024-09-01,0.018000001087784767,0.0,-0.018000001087784767
Sreng,Cambodia,2024-09-01,0.03883297791807838,-0.02200000174343586,0.03200000151991844
Tumbes,Ecuador,2024-09-01,0.019313209007961067,-0.018000001087784767,-0.007000000216066837
Manas,Bhutan,2024-09-01,,,
Ou,Laos,2024-09-01,0.03945884011713396,0.006000000052154064,0.039000000804662704
Fly,Papua New Guinea,2024-09-01,0.0022360680837073196,0.0010000000474974513,-0.0020000000949949026
Kotto,Central African Republic,2024-09-01,,,
Gamka,South Africa,2024-09-01,0.03534119572335062,-0.03200000151991844,-0.015000000596046448
Atrek,Iran,2024-09-01,,,
Buh,China,2024-09-01,,,
Kotuy,Russia,2024-09-01,0.004000000189989805,0.0,0.004000000189989805
Esil,Kazakhstan,2024-09-01,,,
Pur,Russia,2024-09-01,0.003000000026077032,0.0,0.003000000026077032
Katun,Russia,2024-09-01,,,
Baoulé,Mali,2024-09-01,,,
Vina,Cameroon,2024-09-01,,,
Lomami,Democratic Republic of the Congo,2024-09-01,,,
Gêba,Guinea,2024-09-01,,,
Mania,Madagascar,2024-09-01,0.07158910708564359,-0.03400000184774399,0.06300000101327896
Kabompo,Zambia,2024-09-01,,,
Save,Zimbabwe,2024-09-01,0.05323532973580456,-0.005000000353902578,0.05300000309944153
Sokoto,Nigeria,2024-09-01,,,
Mariga,Nigeria,2024-09-01,,,
Jamanxim,Brazil,2024-09-01,,,
Atrato,Colombia,2024-09-01,0.00800000037997961,-0.00800000037997961,0.0
Iriri,Brazil,2024-09-01,,,
Cuyuni,Venezuela,2024-09-01,,,
Gurupi,Brazil,2024-09-01,,,
Amapari,Brazil,2024-09-01,,,
Doce,Brazil,2024-09-01,,,
Litani,France,2024-09-01,,,
Putumayo,Colombia,2024-09-01,,,
Huallaga,Peru,2024-09-01,0.04011234506550471,0.04000000283122063,0.003000000026077032
Essequibo,Guyana,2024-09-01,,,
Salado,Argentina,2024-09-01,,,
Guainía,Colombia,2024-09-01,,,
Velhas,Brazil,2024-09-01,,,
Bhima,India,2024-09-01,0.0376430627847789,-0.036000002175569534,0.01100000087171793
Tista,India,2024-09-01,,,
Kong,Laos,2024-09-01,0.03337663841277767,-0.005000000353902578,0.032999999821186066
Jialing,China,2024-09-01,,,
Dong,China,2024-09-01,0.0,0.0,0.0
Yalong,China,2024-09-01,,,
Bajang,Malaysia,2024-09-01,0.008246211642909338,0.00800000037997961,0.0020000000949949026
Nadym,Russia,2024-09-01,0.003000000026077032,0.0,0.003000000026077032
Mahakam,Indonesia,2024-09-01,0.05692099955584796,-0.05400000140070915,0.018000001087784767
Baliem,Indonesia,2024-09-01,0.07338937803435057,-0.0690000057220459,0.02500000037252903
Sittong,Myanmar,2024-09-01,0.03436568243445226,0.005000000353902578,0.03400000184774399
Pahang,Malaysia,2024-09-01,,,
You,China,2024-09-01,0.10504285257143751,0.003000000026077032,0.10500000417232513
Mahi,India,2024-09-01,,,
Tapi,India,2024-09-01,,,
Sankh,India,2024-09-01,,,
Bei,China,2024-09-01,0.01029563078830477,-0.009000000543892384,-0.005000000353902578
Ussuri,Russia,2024-09-01,0.052201535213552114,-0.018000001087784767,0.049000002443790436
Namhan,South Korea,2024-09-01,0.05467175025358802,-0.03500000014901161,0.04200000315904617
Bol’shaya Kuonamka,Russia,2024-09-01,0.004123105821454669,0.0010000000474974513,0.004000000189989805
Caledon,South Africa,2024-09-01,0.13147243496314365,-0.03400000184774399,-0.12700000405311584
Shebele,Ethiopia,2024-09-01,0.0014142136295446348,0.0010000000474974513,-0.0010000000474974513
Tugela,South Africa,2024-09-01,0.024207438225593014,-0.015000000596046448,-0.01900000125169754
Penner,India,2024-09-01,0.039408123337870624,-0.03200000151991844,0.023000001907348633
Deseado,Argentina,2024-09-01,0.04570558135514981,-0.00800000037997961,0.04500000178813934
Ivindo,Gabon,2024-09-01,,,
Rufiji,United Republic of Tanzania,2024-09-01,0.11637869950405698,0.03800000250339508,0.11000000685453415
Shilka,Russia,2024-09-01,,,
Suriname,Suriname,2024-09-01,,,
Corantijn,Guyana,2024-09-01,,,
Gourits,South Africa,2024-09-01,0.047010638935793,-0.0430000014603138,0.01900000125169754
Pyasina,Russia,2024-09-01,0.003000000026077032,0.0,0.003000000026077032
Logone,Chad,2024-09-01,,,
Mbini,Equatorial Guinea,2024-09-01,,,
Maroni,Suriname,2024-09-01,,,
Yong,China,2024-09-01,0.22692070880664633,0.04700000211596489,0.22200001776218414
Brahmani,India,2024-09-01,,,
Sepik,Papua New Guinea,2024-09-01,0.010816654307867659,0.006000000052154064,0.009000000543892384
Aruwimi,Democratic Republic of the Congo,2024-09-01,,,
Linyanti,Botswana,2024-09-01,,,
Sobat,South Sudan,2024-09-01,,,
Srepok,Cambodia,2024-09-01,0.030413813885545513,-0.005000000353902578,0.030000001192092896
Yongding,China,2024-09-01,,,
Song’acha,China,2024-09-01,0.03443835219568072,-0.015000000596046448,0.03100000135600567
Ussuri,Russia,2024-09-01,,,
Ishim,Russia,2024-09-01,0.017492856475471837,-0.015000000596046448,0.009000000543892384
Bani,Mali,2024-09-01,,,
Tsiribihina,Madagascar,2024-09-01,0.02220360435005984,-0.018000001087784767,0.013000000268220901
Igan,Malaysia,2024-09-01,0.006403124632470025,0.005000000353902578,-0.004000000189989805
Yu,China,2024-09-01,0.22692070880664633,0.04700000211596489,0.22200001776218414
Podkamennaya Tunguska,Russia,2024-09-01,0.00538516517100502,0.005000000353902578,0.0020000000949949026
Han,South Korea,2024-09-01,0.05467175025358802,-0.03500000014901161,0.04200000315904617
Anabar,Russia,2024-09-01,0.004123105821454669,0.0010000000474974513,0.004000000189989805
Shabeelle,Somalia,2024-09-01,0.0014142136295446348,0.0010000000474974513,-0.0010000000474974513
Chobe,Botswana,2024-09-01,,,
Hai,China,2024-09-01,,,
Yana,Russia,2024-09-01,0.004123105821454669,0.0010000000474974513,0.004000000189989805
Malaya Ob,Russia,2024-09-01,0.0010000000474974513,0.0,-0.0010000000474974513
Chao Phraya,Thailand,2024-09-01,0.032802440222022944,0.020000001415610313,-0.026000000536441803
Suez Canal,Egypt,2024-09-01,,,
Suez Canal,Egypt,2024-09-01,,,
Ismailiya Canal,Egypt,2024-09-01,0.0022360680837073196,-0.0020000000949949026,-0.0010000000474974513
Ishikari,Japan,2024-09-01,,,
Kayan,Indonesia,2024-09-01,0.011180340762149195,-0.0020000000949949026,0.01100000087171793
Barito,Indonesia,2024-09-01,0.013038405081479038,-0.0010000000474974513,-0.013000000268220901
Purari,Papua New Guinea,2024-09-01,0.0,0.0,0.0
Indragi,Indonesia,2024-09-01,,,
Okavango,Botswana,2024-09-01,,,
Cubango,Angola,2024-09-01,,,
Orange,South Africa,2024-09-01,0.11197321888935192,-0.032999999821186066,-0.10700000822544098
Orange,South Africa,2024-09-01,0.04414748169197301,0.0430000014603138,0.010000000707805157
Semliki,Uganda,2024-09-01,,,
Semliki,Democratic Republic of the Congo,2024-09-01,,,
Koukourou,Central African Republic,2024-09-01,,,
Chari,Chad,2024-09-01,,,
Bamingui,Central African Republic,2024-09-01,,,
Jordan,Jordan,2024-09-01,,,
Jordan,Israel,2024-09-01,,,
Genale,Ethiopia,2024-09-01,,,
Yarkant,China,2024-09-01,,,
Taz,Russia,2024-09-01,0.003000000026077032,0.0,0.003000000026077032
Liao,China,2024-09-01,,,
Yuan,China,2024-09-01,0.06260990530255466,0.0560000017285347,0.02800000086426735
Yuan,China,2024-09-01,0.028861740270190017,0.007000000216066837,0.02800000086426735
Sutlej,India,2024-09-01,,,
Sutlej,India,2024-09-01,,,
Atbara,Sudan,2024-09-01,0.0940850721268934,-0.004000000189989805,-0.09400000423192978
Atbara,Sudan,2024-09-01,0.030000000819563874,-0.024000000208616257,0.018000001087784767
Biya,Russia,2024-09-01,,,
Biya,Russia,2024-09-01,,,
Nakanbé,Ghana,2024-09-01,,,
Nakanbé,Burkina Faso,2024-09-01,,,
Vilyuy,Russia,2024-09-01,0.004000000189989805,0.0,0.004000000189989805
Vilyuy,Russia,2024-09-01,0.004123105821454669,0.0010000000474974513,0.004000000189989805
Han,China,2024-09-01,0.049406480203836686,-0.04000000283122063,0.029000001028180122
Han,China,2024-09-01,0.030886891324646795,-0.015000000596046448,0.027000000700354576
Mahäna Nadï,India,2024-09-01,,,
Mahäna Nadï,India,2024-09-01,,,
Sassandra,Ivory Coast,2024-09-01,,,
Sassandra,Ivory Coast,2024-09-01,,,
Gan,China,2024-09-01,0.2390188322413797,0.14100000262260437,0.19300000369548798
Gan,China,2024-09-01,0.2390188322413797,0.14100000262260437,0.19300000369548798
Krishna,India,2024-09-01,0.0421070096957306,-0.003000000026077032,0.04200000315904617
Krishna,India,2024-09-01,0.029000002120075554,-0.020000001415610313,-0.021000001579523087
Kwango,Democratic Republic of the Congo,2024-09-01,,,
Kafue,Zambia,2024-09-01,,,
Jequitinhonha,Brazil,2024-09-01,,,
Chubut,Argentina,2024-09-01,0.06481512562051003,-0.04000000283122063,0.05100000277161598
Mendoza,Argentina,2024-09-01,0.004123105821454669,0.0010000000474974513,0.004000000189989805
Salado,Argentina,2024-09-01,,,
Branco,Brazil,2024-09-01,,,
Purús,Brazil,2024-09-01,,,
Meta,Colombia,2024-09-01,,,
Madre de Dios,Bolivia,2024-09-01,,,
Paraiba,Brazil,2024-09-01,0.15875768296280743,-0.15000000596046448,-0.052000001072883606
Uruguay,Brazil,2024-09-01,,,
Pilcomayo,Bolivia,2024-09-01,,,
Lom,Cameroon,2024-09-01,,,
Tshuapa,Democratic Republic of the Congo,2024-09-01,,,
Omo,Ethiopia,2024-09-01,,,
Mananantanana,Madagascar,2024-09-01,0.046572525843419095,-0.012000000104308128,0.04500000178813934
Ouham,Central African Republic,2024-09-01,,,
Kadéï,Central African Republic,2024-09-01,,,
Ruvuma,Mozambique,2024-09-01,0.08183520694961974,0.0690000057220459,0.04400000348687172
Helmand,Afghanistan,2024-09-01,,,
Hong,China,2024-09-01,0.17217724999452824,0.15400001406669617,0.07700000703334808
Yamuna,India,2024-09-01,,,
Narmada,India,2024-09-01,,,
Dadu,China,2024-09-01,,,
Xar Moron,China,2024-09-01,,,
Kapuas,Indonesia,2024-09-01,0.0,0.0,0.0
Taritatu,Indonesia,2024-09-01,0.00806225803015844,-0.007000000216066837,0.004000000189989805
Chenab,Pakistan,2024-09-01,,,
Anadyr’,Russia,2024-09-01,0.004242640723997777,0.003000000026077032,0.003000000026077032
Olenëk,Russia,2024-09-01,0.004123105821454669,0.0010000000474974513,0.004000000189989805
Tom’,Russia,2024-09-01,0.031827663509111405,0.023000001907348633,0.02200000174343586
Kamchatka,Russia,2024-09-01,0.010000000335276128,0.006000000052154064,-0.00800000037997961
Digul,Indonesia,2024-09-01,0.003162277699927237,0.003000000026077032,0.0010000000474974513
Tocantins,Brazil,2024-09-01,,,
Limpopo,Mozambique,2024-09-01,0.17755281742977802,-0.06300000101327896,-0.16600000858306885
San Juan,Argentina,2024-09-01,0.0014142136295446348,0.0010000000474974513,-0.0010000000474974513
Mangoky,Madagascar,2024-09-01,0.02823118926068771,0.01100000087171793,-0.026000000536441803
Setit,Ethiopia,2024-09-01,0.06307139181831745,-0.027000000700354576,-0.05700000375509262
Mamberamo,Indonesia,2024-09-01,0.0020000000949949026,-0.0020000000949949026,0.0
Kheta,Russia,2024-09-01,0.004000000189989805,0.0,0.004000000189989805
Chulyshman,Russia,2024-09-01,,,
Konqi,China,2024-09-01,,,
Tarim,China,2024-09-01,,,
Desaguadero,Argentina,2024-09-01,0.0014142136295446348,0.0010000000474974513,-0.0010000000474974513
Bahr el  Zeraf,South Sudan,2024-09-01,,,
Sanaga,Cameroon,2024-09-01,,,
Busira,Democratic Republic of the Congo,2024-09-01,,,
Jubba,Somalia,2024-09-01,0.01910497367371875,0.013000000268220901,0.014000000432133675
Xiliao,China,2024-09-01,,,
Sangha,Republic of the Congo,2024-09-01,,,
Ruki,Democratic Republic of the Congo,2024-09-01,,,
Songhua,China,2024-09-01,,,
Min,China,2024-09-01,,,
Khatanga,Russia,2024-09-01,0.004000000189989805,0.0,0.004000000189989805
Grande,Brazil,2024-09-01,,,
Grande,Brazil,2024-09-01,,,
Syr Darya,Kazakhstan,2024-09-01,,,
Syr Darya,Kazakhstan,2024-09-01,,,
Naryn,Kyrgyzstan,2024-09-01,,,
Naryn,Kyrgyzstan,2024-09-01,,,
Mouhoun,Ghana,2024-09-01,,,
Mouhoun,Burkina Faso,2024-09-01,,,
Volta,Ghana,2024-09-01,,,
Volta,Ghana,2024-09-01,,,
Culuene,Brazil,2024-09-01,,,
Godävari,India,2024-09-01,0.018000001087784767,-0.018000001087784767,0.0
Tobol,Russia,2024-09-01,0.012041595237747244,0.009000000543892384,0.00800000037997961
Lower Tunguska,Russia,2024-09-01,0.003000000026077032,0.0,0.003000000026077032
Marañón,Peru,2024-09-01,0.013038405081479038,-0.0010000000474974513,-0.013000000268220901
Caquetá,Colombia,2024-09-01,,,
Pamir,Afghanistan,2024-09-01,,,
Indigirka,Russia,2024-09-01,0.003605551349855083,0.0020000000949949026,0.003000000026077032
Juruena,Brazil,2024-09-01,,,
Colorado,Argentina,2024-09-01,,,
Bío-Bío,Chile,2024-09-01,0.0022360680837073196,0.0020000000949949026,-0.0010000000474974513
Panj,Afghanistan,2024-09-01,,,
Santa Cruz,Argentina,2024-09-01,0.006000000052154064,0.0,0.006000000052154064
Xingu,Brazil,2024-09-01,,,
Amu Darya,Uzbekistan,2024-09-01,,,
Tapajós,Brazil,2024-09-01,,,
Trofimovskaya Protoka,Russia,2024-09-01,0.004123105821454669,0.0010000000474974513,0.004000000189989805
Tumatskaya Protoka,Russia,2024-09-01,0.004123105821454669,0.0010000000474974513,0.004000000189989805
Japurá,Brazil,2024-09-01,,,
Xi,China,2024-09-01,0.004472136167414639,0.004000000189989805,0.0020000000949949026
Orange,South Africa,2024-09-01,,,
Paraná,Brazil,2024-09-01,,,
Paraná,Brazil,2024-09-01,,,
Araguaia,Brazil,2024-09-01,,,
Vaal,South Africa,2024-09-01,,,
Vaal,South Africa,2024-09-01,,,
Aldan,Russia,2024-09-01,0.004123105821454669,0.0010000000474974513,0.004000000189989805
