river_name,country,original_lat,original_lon,adjusted_lon,used_lat,used_lon,date,u_ms,v_ms,current_speed_ms,was_clamped,file_source,depth_type
Verde,Brazil,-23.993736857035397,-57.73937611819472,302.26062388180526,-23.993736857035397,302.26062388180526,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Taquari,Brazil,-21.853722854786092,-63.80126050856758,296.19873949143243,-21.853722854786092,296.19873949143243,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
San Martin,Bolivia,-13.915343102221739,-71.57435593856637,288.4256440614336,-13.915343102221739,288.4256440614336,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Verde,Paraguay,-26.1626098207859,-64.32271731273032,295.67728268726967,-26.1626098207859,295.67728268726967,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Chico,Argentina,-63.66524918157654,-76.51883289144767,283.4811671085523,-63.66524918157654,283.4811671085523,2024-08-31,0.0,-0.006000000052154064,0.006000000052154064,False,uv3z_08-31-2024.nc4,bottom
Gallegos,Argentina,-66.9911472115454,-77.49706378783758,282.5029362121624,-66.9911472115454,282.5029362121624,2024-08-31,0.003000000026077032,0.004000000189989805,0.005000000167638064,False,uv3z_08-31-2024.nc4,bottom
Rio Rapel,Chile,-38.618245809569146,-79.64643225680166,280.35356774319837,-38.618245809569146,280.35356774319837,2024-08-31,0.00800000037997961,0.0010000000474974513,0.008062258131235244,False,uv3z_08-31-2024.nc4,bottom
Cess,Liberia,6.051603846966388,-10.66514644898913,349.3348535510109,6.051603846966388,349.3348535510109,2024-08-31,0.11500000208616257,0.03700000047683716,0.1208056311398742,False,uv3z_08-31-2024.nc4,bottom
Rokel,Sierra Leone,9.51128285614557,-14.326459720641544,345.67354027935846,9.51128285614557,345.67354027935846,2024-08-31,-0.03700000047683716,0.039000000804662704,0.05375872113480418,False,uv3z_08-31-2024.nc4,bottom
Ogun,Nigeria,7.303841867292692,3.8512304107304023,3.8512304107304023,7.303841867292692,3.8512304107304023,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Gamtoos,South Africa,-40.003653067616746,27.851071234162813,27.851071234162813,-40.003653067616746,27.851071234162813,2024-08-31,-0.04200000315904617,0.0,0.04200000315904617,False,uv3z_08-31-2024.nc4,bottom
Wami,United Republic of Tanzania,-6.822366191104067,43.24468699130065,43.24468699130065,-6.822366191104067,43.24468699130065,2024-08-31,-0.005000000353902578,0.11100000888109207,0.11111256443418784,False,uv3z_08-31-2024.nc4,bottom
Notwani,Botswana,-27.055565680537057,30.010332353187614,30.010332353187614,-27.055565680537057,30.010332353187614,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Mogalakwena,South Africa,-25.50385213107075,32.183182277240896,32.183182277240896,-25.50385213107075,32.183182277240896,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Umzingwani,Zimbabwe,-25.179843277505206,33.32056525812431,33.32056525812431,-25.179843277505206,33.32056525812431,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Punguè,Mozambique,-22.132634531882314,38.43631550958454,38.43631550958454,-22.132634531882314,38.43631550958454,2024-08-31,-0.1340000033378601,0.1770000010728836,0.22200225511094998,False,uv3z_08-31-2024.nc4,bottom
Shangani,Zimbabwe,-20.78552866852592,30.246777560683096,30.246777560683096,-20.78552866852592,30.246777560683096,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Licungo,Mozambique,-19.697973068741703,41.823080564441604,41.823080564441604,-19.697973068741703,41.823080564441604,2024-08-31,0.052000001072883606,-0.20900000631809235,0.21537177798528417,False,uv3z_08-31-2024.nc4,bottom
Igombe,United Republic of Tanzania,-5.2889229159316145,34.945405852989246,34.945405852989246,-5.2889229159316145,34.945405852989246,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Kangen,South Sudan,7.400657309524098,36.99008616801392,36.99008616801392,7.400657309524098,36.99008616801392,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Moulouya,Morocco,41.56040854961536,-2.6055174761599456,357.39448252384005,41.56040854961536,357.39448252384005,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Fen,China,42.01592535674218,123.06913259397537,123.06913259397537,42.01592535674218,123.06913259397537,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Yi,China,41.007241153431835,132.69315915690282,132.69315915690282,41.007241153431835,132.69315915690282,2024-08-31,0.003000000026077032,-0.06300000101327896,0.06307138913825834,False,uv3z_08-31-2024.nc4,bottom
Bogcang,China,37.25937707243587,97.30834570451276,97.30834570451276,37.25937707243587,97.30834570451276,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Tura,Russia,77.69897326438972,74.53687850043443,74.53687850043443,77.69897326438972,74.53687850043443,2024-08-31,0.0820000022649765,0.020000001415610313,0.08440379391994512,False,uv3z_08-31-2024.nc4,bottom
Herlen,Mongolia,62.02081219636593,130.30821516396506,130.30821516396506,62.02081219636593,130.30821516396506,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Bol’shoy Yugan,Russia,85.97514475399404,81.69578712075617,81.69578712075617,85.97514475399404,81.69578712075617,2024-08-31,-0.004000000189989805,0.0,0.004000000189989805,False,uv3z_08-31-2024.nc4,bottom
Vasyugan,Russia,81.69782646516596,89.83939490866133,89.83939490866133,81.69782646516596,89.83939490866133,2024-08-31,0.049000002443790436,0.049000002443790436,0.06929646801232324,False,uv3z_08-31-2024.nc4,bottom
Qarqan,China,45.21200136516152,95.37737650996637,95.37737650996637,45.21200136516152,95.37737650996637,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Huan,China,41.74607136738826,120.1622697775039,120.1622697775039,41.74607136738826,120.1622697775039,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Zi,China,37.35991624753155,107.91875644684724,107.91875644684724,37.35991624753155,107.91875644684724,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Kaladan,Myanmar,23.238565617247307,103.60865926791529,103.60865926791529,23.238565617247307,103.60865926791529,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Mytitha,Myanmar,26.404430307651843,104.982867942835,104.982867942835,26.404430307651843,104.982867942835,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Jiulong,China,27.91849822803424,131.12381524177414,131.12381524177414,27.91849822803424,131.12381524177414,2024-08-31,-0.012000000104308128,-0.020000001415610313,0.02332380884692313,False,uv3z_08-31-2024.nc4,bottom
Mei,China,29.667166287518246,128.10166500344116,128.10166500344116,29.667166287518246,128.10166500344116,2024-08-31,0.005000000353902578,0.015000000596046448,0.01581138897821503,False,uv3z_08-31-2024.nc4,bottom
Tuo,China,33.415397821143095,117.38107622993584,117.38107622993584,33.415397821143095,117.38107622993584,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Baram,Malaysia,5.093175333644238,126.90286062382899,126.90286062382899,5.093175333644238,126.90286062382899,2024-08-31,0.006000000052154064,0.0,0.006000000052154064,False,uv3z_08-31-2024.nc4,bottom
Son,India,29.44380071784607,94.4853529926771,94.4853529926771,29.44380071784607,94.4853529926771,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Betwa,India,29.704878395406524,89.28932008110864,89.28932008110864,29.704878395406524,89.28932008110864,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Ba,Vietnam,14.597389241466585,121.70372946471409,121.70372946471409,14.597389241466585,121.70372946471409,2024-08-31,0.0020000000949949026,0.0010000000474974513,0.0022360680837073196,False,uv3z_08-31-2024.nc4,bottom
Masi,Indonesia,-2.6184509244600824,116.93558084588231,116.93558084588231,-2.6184509244600824,116.93558084588231,2024-08-31,0.0010000000474974513,-0.16500000655651093,0.16500303683188272,False,uv3z_08-31-2024.nc4,bottom
Pembuang,Indonesia,-3.7798622738904872,125.31889515448978,125.31889515448978,-3.7798622738904872,125.31889515448978,2024-08-31,-0.007000000216066837,0.003000000026077032,0.007615773314732914,False,uv3z_08-31-2024.nc4,bottom
Ramu,Papua New Guinea,-4.440884840859592,161.0275570083184,161.0275570083184,-4.440884840859592,161.0275570083184,2024-08-31,0.0020000000949949026,0.01600000075995922,0.016124516262470488,False,uv3z_08-31-2024.nc4,bottom
Parbati,India,29.616848804635023,85.21050436376136,85.21050436376136,29.616848804635023,85.21050436376136,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Indravati,India,21.075827191627546,89.35318746474248,89.35318746474248,21.075827191627546,89.35318746474248,2024-08-31,-0.01100000087171793,0.017000000923871994,0.020248457980533822,False,uv3z_08-31-2024.nc4,bottom
Ravi,Pakistan,36.75271404300089,82.60797642470767,82.60797642470767,36.75271404300089,82.60797642470767,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Tumen,North Korea,51.76526259139037,145.49479188768902,145.49479188768902,51.76526259139037,145.49479188768902,2024-08-31,-0.009000000543892384,0.0,0.009000000543892384,False,uv3z_08-31-2024.nc4,bottom
Markha,Russia,90.0,132.33756730691763,132.33756730691763,90.0,132.33756730691763,2024-08-31,0.0010000000474974513,0.0010000000474974513,0.0014142136295446348,False,uv3z_08-31-2024.nc4,bottom
Selemdzha,Russia,67.19884465215522,143.4673421774404,143.4673421774404,67.19884465215522,143.4673421774404,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Selennyakh,Russia,90.0,161.37874608547435,161.37874608547435,90.0,161.37874608547435,2024-08-31,0.0010000000474974513,0.0010000000474974513,0.0014142136295446348,False,uv3z_08-31-2024.nc4,bottom
Bytantay,Russia,90.0,149.6844922540687,149.6844922540687,90.0,149.6844922540687,2024-08-31,0.0010000000474974513,0.0010000000474974513,0.0014142136295446348,False,uv3z_08-31-2024.nc4,bottom
Uchur,Russia,78.02635242950093,146.14922873786043,146.14922873786043,78.02635242950093,146.14922873786043,2024-08-31,0.04100000113248825,-0.015000000596046448,0.04365776117422229,False,uv3z_08-31-2024.nc4,bottom
Chara,Russia,84.38970325810108,134.5727626684416,134.5727626684416,84.38970325810108,134.5727626684416,2024-08-31,0.003000000026077032,-0.0020000000949949026,0.003605551349855083,False,uv3z_08-31-2024.nc4,bottom
Ozhogina,Russia,90.0,168.16102738562688,168.16102738562688,90.0,168.16102738562688,2024-08-31,0.0010000000474974513,0.0010000000474974513,0.0014142136295446348,False,uv3z_08-31-2024.nc4,bottom
Nemor,China,61.29654837426987,138.64657770553836,138.64657770553836,61.29654837426987,138.64657770553836,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Penzhina,Russia,89.3092472040762,180.0,180.0,89.3092472040762,180.0,2024-08-31,0.0,0.007000000216066837,0.007000000216066837,False,uv3z_08-31-2024.nc4,bottom
Quan,China,38.981808349675994,128.63679214546255,128.63679214546255,38.981808349675994,128.63679214546255,2024-08-31,0.024000000208616257,0.08800000697374344,0.09121404079083699,False,uv3z_08-31-2024.nc4,bottom
Muling,China,57.29394186339582,148.6228260948039,148.6228260948039,57.29394186339582,148.6228260948039,2024-08-31,0.003000000026077032,-0.015000000596046448,0.01529705913036411,False,uv3z_08-31-2024.nc4,bottom
Ivaí,Brazil,-29.132578944848767,-56.955573844152234,303.04442615584776,-29.132578944848767,303.04442615584776,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Jejuí Guazú,Paraguay,-27.90527051414266,-61.247788155666704,298.7522118443333,-27.90527051414266,298.7522118443333,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Tercero,Argentina,-38.229115010718665,-70.070510063675,289.929489936325,-38.229115010718665,289.929489936325,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Pardo,Brazil,-22.769865882596974,-54.1381797199883,305.86182028001167,-22.769865882596974,305.86182028001167,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Pibor,South Sudan,7.400657309524098,36.99008616801392,36.99008616801392,7.400657309524098,36.99008616801392,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Gombe,United Republic of Tanzania,-5.528067190914366,34.46419908932084,34.46419908932084,-5.528067190914366,34.46419908932084,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Balak,India,27.369454736877174,101.27453740578407,101.27453740578407,27.369454736877174,101.27453740578407,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Balak,Bangladesh,27.791412751437086,101.48391371366279,101.48391371366279,27.791412751437086,101.48391371366279,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Gandak,Nepal,29.357878975341283,94.8249644079488,94.8249644079488,29.357878975341283,94.8249644079488,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Ying,China,38.060161071034415,129.71155791277477,129.71155791277477,38.060161071034415,129.71155791277477,2024-08-31,-0.049000002443790436,0.0,0.049000002443790436,False,uv3z_08-31-2024.nc4,bottom
Carcarañá,Argentina,-38.15141907058289,-67.64778919275813,292.3522108072419,-38.15141907058289,292.3522108072419,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Gwayi,Zimbabwe,-20.78552866852592,30.246777560683096,30.246777560683096,-20.78552866852592,30.246777560683096,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Javari,Peru,-4.688545393848453,-77.88551336838158,282.11448663161843,-4.688545393848453,282.11448663161843,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Guárico,Venezuela,9.950162365075101,-75.03194584523186,284.96805415476814,9.950162365075101,284.96805415476814,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Guárico,Venezuela,10.899661971937302,-74.52383324760707,285.47616675239294,10.899661971937302,285.47616675239294,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Limay,Argentina,-47.888170960892914,-77.1586481874084,282.8413518125916,-47.888170960892914,282.8413518125916,2024-08-31,0.03100000135600567,-0.00800000037997961,0.032015622595102336,False,uv3z_08-31-2024.nc4,bottom
Limay,Argentina,-49.93466110877202,-79.22854932456596,280.77145067543404,-49.93466110877202,280.77145067543404,2024-08-31,-0.0010000000474974513,0.01600000075995922,0.016031220303323466,False,uv3z_08-31-2024.nc4,bottom
Di’er Songhua,China,53.90186210853919,141.01820466954823,141.01820466954823,53.90186210853919,141.01820466954823,2024-08-31,0.08500000089406967,-0.03100000135600567,0.09047651759470077,False,uv3z_08-31-2024.nc4,bottom
Di’er Songhua,China,53.89998901773524,141.01918306351024,141.01918306351024,53.89998901773524,141.01918306351024,2024-08-31,0.0690000057220459,0.005000000353902578,0.06918092795837154,False,uv3z_08-31-2024.nc4,bottom
Ogooué,Gabon,-0.8682417783848788,11.114283632790336,11.114283632790336,-0.8682417783848788,11.114283632790336,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Ogooué,Gabon,-1.061175596474595,9.939395550028323,9.939395550028323,-1.061175596474595,9.939395550028323,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Chico,Argentina,-56.84897390115614,-76.30173814231274,283.69826185768727,-56.84897390115614,283.69826185768727,2024-08-31,-0.010000000707805157,-0.004000000189989805,0.01077033034201004,False,uv3z_08-31-2024.nc4,bottom
Chico,Argentina,-56.84897390115614,-76.30173814231274,283.69826185768727,-56.84897390115614,283.69826185768727,2024-08-31,-0.010000000707805157,-0.004000000189989805,0.01077033034201004,False,uv3z_08-31-2024.nc4,bottom
Pongola,South Africa,-31.484375996250012,35.501133623433766,35.501133623433766,-31.484375996250012,35.501133623433766,2024-08-31,-0.020000001415610313,0.0020000000949949026,0.020099752660279035,False,uv3z_08-31-2024.nc4,bottom
Pongola,South Africa,-31.484375996250012,35.501133623433766,35.501133623433766,-31.484375996250012,35.501133623433766,2024-08-31,-0.020000001415610313,0.0020000000949949026,0.020099752660279035,False,uv3z_08-31-2024.nc4,bottom
Lufira,Democratic Republic of the Congo,-12.1422617718177,30.04887020424838,30.04887020424838,-12.1422617718177,30.04887020424838,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Lufira,Democratic Republic of the Congo,-9.175583263633019,29.44574468186453,29.44574468186453,-9.175583263633019,29.44574468186453,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Lokoro,Democratic Republic of the Congo,-2.9983886316860966,20.23824217066991,20.23824217066991,-2.9983886316860966,20.23824217066991,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Lokoro,Democratic Republic of the Congo,-1.9184269773651703,20.49588591400981,20.49588591400981,-1.9184269773651703,20.49588591400981,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Awash,Ethiopia,12.908383292198092,46.33304188773239,46.33304188773239,12.908383292198092,46.33304188773239,2024-08-31,-0.05900000408291817,0.015000000596046448,0.06087692912479862,False,uv3z_08-31-2024.nc4,bottom
Awash,Ethiopia,12.693805808681303,46.30369006887088,46.30369006887088,12.693805808681303,46.30369006887088,2024-08-31,-0.0990000069141388,-0.018000001087784767,0.1006230659846925,False,uv3z_08-31-2024.nc4,bottom
Beas,India,37.258421481774086,84.82566940535492,84.82566940535492,37.258421481774086,84.82566940535492,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Beas,India,36.33548077735585,83.49260763206144,83.49260763206144,36.33548077735585,83.49260763206144,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Tungabhadra,India,17.09379451256475,84.95829614243284,84.95829614243284,17.09379451256475,84.95829614243284,2024-08-31,-0.026000000536441803,-0.0990000069141388,0.10235722444895867,False,uv3z_08-31-2024.nc4,bottom
Tungabhadra,India,17.894531140761707,87.09293434674609,87.09293434674609,17.894531140761707,87.09293434674609,2024-08-31,-0.00800000037997961,-0.0020000000949949026,0.008246211642909338,False,uv3z_08-31-2024.nc4,bottom
Mahaweli,Sri Lanka,8.874468656789736,90.32723300918359,90.32723300918359,8.874468656789736,90.32723300918359,2024-08-31,0.009000000543892384,-0.04200000315904617,0.04295346639271331,False,uv3z_08-31-2024.nc4,bottom
Mahaweli,Sri Lanka,8.874468656789736,90.32723300918359,90.32723300918359,8.874468656789736,90.32723300918359,2024-08-31,0.009000000543892384,-0.04200000315904617,0.04295346639271331,False,uv3z_08-31-2024.nc4,bottom
Ngun,Laos,21.07696808265632,114.41491186832015,114.41491186832015,21.07696808265632,114.41491186832015,2024-08-31,0.055000003427267075,-0.004000000189989805,0.055145266147869014,False,uv3z_08-31-2024.nc4,bottom
Ngun,Laos,20.88482169740772,114.17721649076205,114.17721649076205,20.88482169740772,114.17721649076205,2024-08-31,0.03200000151991844,-0.03100000135600567,0.04455334085505975,False,uv3z_08-31-2024.nc4,bottom
Qumar,China,41.6957841011685,102.74631370080819,102.74631370080819,41.6957841011685,102.74631370080819,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Qumar,China,40.957883224823696,105.66899388633276,105.66899388633276,40.957883224823696,105.66899388633276,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Yalu,North Korea,49.04396458866262,139.10397688279684,139.10397688279684,49.04396458866262,139.10397688279684,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Yalu,North Korea,49.04396458866262,139.10397688279684,139.10397688279684,49.04396458866262,139.10397688279684,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Corumbá,Brazil,-20.321957113608185,-54.1646235345737,305.8353764654263,-20.321957113608185,305.8353764654263,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Corumbá,Brazil,-20.322980023835456,-54.165248619605016,305.834751380395,-20.322980023835456,305.834751380395,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Lukuga,United Republic of Tanzania,-6.5494185995947,32.493985425852216,32.493985425852216,-6.5494185995947,32.493985425852216,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Lukuga,Democratic Republic of the Congo,-6.5494185995947,32.493985425852216,32.493985425852216,-6.5494185995947,32.493985425852216,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Tietê,Brazil,-25.570356880638016,-54.03172502139521,305.96827497860477,-25.570356880638016,305.96827497860477,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Tietê,Brazil,-25.570356880638016,-54.03172502139521,305.96827497860477,-25.570356880638016,305.96827497860477,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Tao’er,China,57.05653825325042,137.8526653605547,137.8526653605547,57.05653825325042,137.8526653605547,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Tao’er,China,57.033841624597,138.07845694490788,138.07845694490788,57.033841624597,138.07845694490788,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Oka,Russia,75.80665744527519,113.32574196767771,113.32574196767771,75.80665744527519,113.32574196767771,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Oka,Russia,73.34821220799081,113.65720009993237,113.65720009993237,73.34821220799081,113.65720009993237,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Mearim,Brazil,-4.270242241120656,-49.686432837439504,310.3135671625605,-4.270242241120656,310.3135671625605,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Mearim,Brazil,-4.181659076686821,-49.748261900319065,310.25173809968095,-4.181659076686821,310.25173809968095,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Oti,Ghana,9.713330455007352,0.2039951410875037,0.2039951410875037,9.713330455007352,0.2039951410875037,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Oti,Ghana,9.713330455007352,0.2039951410875037,0.2039951410875037,9.713330455007352,0.2039951410875037,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Luvua,Zambia,-9.415577134332985,32.157091771586224,32.157091771586224,-9.415577134332985,32.157091771586224,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Luvua,Democratic Republic of the Congo,-9.415577134332985,32.156656929825324,32.156656929825324,-9.415577134332985,32.156656929825324,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Bol’shoy Yenisey,Russia,67.18549368459821,105.1576743307213,105.1576743307213,67.18549368459821,105.1576743307213,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Bunga,Nigeria,14.213942284677875,11.942928963426791,11.942928963426791,14.213942284677875,11.942928963426791,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
Niari,Republic of the Congo,-3.8939958098028713,14.138879856028478,14.138879856028478,-3.8939958098028713,14.138879856028478,2024-08-31,,,,False,uv3z_08-31-2024.nc4,bottom
